matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1254094,MM Ali,0.0,6.0,6.0,,,0.0,1st innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,AllRounder,0.0,,,-2,-2.0,,0,,0,,-2.0
1254094,MS Dhoni,12.0,15.0,15.0,,2.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,12.0,,2.0,0,14.0,,0,,0,,14.0
1254094,Moises Henriques,3.0,3.0,3.0,,,0.0,2nd innings,Punjab Kings,Chennai Super Kings,,7.0,6.0,9.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,9.0,Bowler,3.0,,,0,3.0,,-2,0.0,0,-2.0,1.0
1254094,RA Jadeja,16.0,17.0,17.0,,1.0,0.0,1st innings,Chennai Super Kings,Punjab Kings,,6.0,6.0,9.0,0.0,2nd innings,Punjab Kings,Chennai Super Kings,9.0,AllRounder,16.0,,1.0,0,17.0,,-2,0.0,0,-2.0,15.0
1254094,RV Uthappa,2.0,6.0,6.0,,,0.0,1st innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254094,SN Khan,0.0,3.0,3.0,,,0.0,2nd innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254095,A Samad,1.0,3.0,3.0,,,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254095,AB de Villiers,19.0,13.0,13.0,1.0,1.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,19.0,2.0,1.0,0,22.0,,0,,0,,22.0
1254095,Abhishek Sharma,13.0,10.0,10.0,1.0,1.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,AllRounder,13.0,2.0,1.0,0,16.0,,0,,0,,16.0
1254095,Dan Christian,1.0,4.0,4.0,,,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,2.0,18.0,18.0,14.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,4.666666666666667,Bowler,1.0,,,0,1.0,50.0,4,0.0,0,54.0,55.0
1254095,Devdutt Padikkal,42.0,53.0,52.0,,4.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,42.0,,4.0,0,46.0,,0,,0,,46.0
1254095,GJ Maxwell,41.0,26.0,26.0,2.0,3.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,AllRounder,41.0,4.0,3.0,0,48.0,,0,,0,,48.0
1254095,George Garton,2.0,3.0,3.0,,,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,1.0,14.0,12.0,29.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,14.5,Bowler,2.0,,,0,2.0,25.0,-6,0.0,0,19.0,21.0
1254095,JO Holder,16.0,13.0,13.0,,2.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,1.0,26.0,24.0,28.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,7.0,AllRounder,16.0,,2.0,0,18.0,25.0,0,0.0,0,25.0,43.0
1254095,Jason Roy,45.0,39.0,39.0,,5.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,45.0,,5.0,0,50.0,,0,,0,,50.0
1254095,KS Williamson,33.0,31.0,31.0,,4.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,33.0,,4.0,0,37.0,,0,,0,,37.0
1254095,P Garg,15.0,11.0,11.0,1.0,,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,15.0,2.0,,0,17.0,,0,,0,,17.0
1254095,Rashid Khan,8.0,9.0,8.0,,1.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,1.0,24.0,24.0,39.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,9.75,Bowler,8.0,,1.0,0,9.0,25.0,-2,0.0,0,23.0,32.0
1254095,S Ahmed,14.0,9.0,9.0,,2.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,24.0,24.0,21.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,5.25,Bowler,14.0,,2.0,0,16.0,,2,0.0,0,2.0,18.0
1254095,Srikar Bharat,13.0,10.0,10.0,1.0,1.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,13.0,2.0,1.0,0,16.0,,0,,0,,16.0
1254095,V Kohli,5.0,4.0,4.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,5.0,,1.0,0,6.0,,0,,0,,6.0
1254095,WP Saha,10.0,8.0,8.0,,1.0,0.0,1st innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254096,Adam Milne,1.0,1.0,1.0,,,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,19.0,18.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,9.666666666666666,Bowler,1.0,,,0,1.0,,-2,0.0,0,-2.0,-1.0
1254096,EJG Morgan,7.0,8.0,8.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,7.0,2.0,,0,9.0,,0,,0,,9.0
1254096,Ishan Kishan,15.0,13.0,13.0,1.0,,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,15.0,2.0,,0,17.0,,0,,0,,17.0
1254096,KA Pollard,24.0,17.0,15.0,1.0,2.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,AllRounder,24.0,2.0,2.0,0,28.0,,0,,0,,28.0
1254096,KH Pandya,12.0,9.0,9.0,1.0,,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,18.0,18.0,26.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,8.666666666666666,AllRounder,12.0,2.0,,0,14.0,,0,0.0,0,0.0,14.0
1254096,N Rana,5.0,2.0,2.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,6.0,6.0,5.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,5.0,Batsmen,5.0,,1.0,0,6.0,,4,0.0,0,4.0,10.0
1254096,Q de Kock,57.0,44.0,42.0,3.0,4.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,57.0,6.0,4.0,8,75.0,,0,,0,,75.0
1254096,RA Tripathi,75.0,42.0,42.0,3.0,8.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,75.0,6.0,8.0,8,97.0,,0,,0,,97.0
1254096,RG Sharma,35.0,32.0,31.0,,4.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,1.0,1.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,24.0,Batsmen,35.0,,4.0,0,39.0,,-6,0.0,0,-6.0,33.0
1254096,SA Yadav,6.0,10.0,10.0,,,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,6.0,,,0,6.0,,0,,0,,6.0
1254096,SS Tiwary,5.0,2.0,2.0,,1.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,,,,,,,,,,Batsmen,5.0,,1.0,0,6.0,,0,,0,,6.0
1254096,Shubman Gill,13.0,9.0,9.0,1.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,13.0,2.0,1.0,0,16.0,,0,,0,,16.0
1254096,Venkatesh Iyer,59.0,32.0,32.0,3.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,,,,,,,,,,Batsmen,59.0,6.0,4.0,8,77.0,,0,,0,,77.0
1254097,AR Patel,15.0,10.0,8.0,1.0,,0.0,1st innings,Delhi Capitals,Rajasthan Royals,1.0,25.0,24.0,27.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,6.75,Bowler,15.0,2.0,,0,17.0,25.0,0,0.0,0,25.0,42.0
1254097,DA Miller,7.0,10.0,10.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,7.0,,,0,7.0,,0,,0,,7.0
1254097,L Yadav,15.0,15.0,15.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,AllRounder,15.0,,1.0,0,16.0,,0,,0,,16.0
1254097,Liam Livingstone,1.0,3.0,3.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254097,MK Lomror,19.0,24.0,24.0,1.0,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,6.0,6.0,5.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,5.0,AllRounder,19.0,2.0,,0,21.0,,4,0.0,0,4.0,25.0
1254097,PP Shaw,10.0,12.0,12.0,,,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,10.0,,,0,10.0,,0,,0,,10.0
1254097,R Ashwin,8.0,6.0,6.0,,,0.0,1st innings,Delhi Capitals,Rajasthan Royals,1.0,25.0,24.0,21.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,5.25,Bowler,8.0,,,0,8.0,25.0,2,0.0,0,27.0,35.0
1254097,R Parag,2.0,7.0,7.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254097,R Tewatia,9.0,15.0,15.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,1.0,18.0,18.0,17.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,5.666666666666667,AllRounder,9.0,,,0,9.0,25.0,2,0.0,0,27.0,36.0
1254097,RR Pant,24.0,24.0,24.0,,2.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,24.0,,2.0,0,26.0,,0,,0,,26.0
1254097,S Dhawan,8.0,8.0,8.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254097,SO Hetmyer,29.0,17.0,17.0,,5.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,29.0,,5.0,0,34.0,,0,,0,,34.0
1254097,SS Iyer,45.0,34.0,32.0,2.0,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,45.0,4.0,1.0,0,50.0,,0,,0,,50.0
1254097,SV Samson,76.0,58.0,55.0,1.0,8.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,76.0,2.0,8.0,8,94.0,,0,,0,,94.0
1254097,Tabraiz Shamsi,2.0,4.0,4.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,24.0,24.0,34.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,8.5,Bowler,2.0,,,0,2.0,,0,0.0,0,0.0,2.0
1254097,Yashasvi Jaiswal,5.0,4.0,4.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1254098,AD Russell,20.0,15.0,15.0,1.0,2.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,1.0,19.0,19.0,28.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,8.842105263157896,AllRounder,20.0,2.0,2.0,0,24.0,25.0,0,0.0,0,25.0,49.0
1254098,AS Raut,40.0,28.0,28.0,3.0,2.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,40.0,6.0,2.0,0,48.0,,0,,0,,48.0
1254098,AT Rayudu,11.0,10.0,10.0,,1.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,11.0,,1.0,0,12.0,,0,,0,,12.0
1254098,DL Chahar,1.0,1.0,1.0,,,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,25.0,24.0,32.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,8.0,Bowler,1.0,,,0,1.0,,0,0.0,0,0.0,1.0
1254098,EJG Morgan,8.0,14.0,14.0,,,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,8.0,,,0,8.0,,0,,0,,8.0
1254098,F du Plessis,44.0,30.0,30.0,,7.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,44.0,,7.0,0,51.0,,0,,0,,51.0
1254098,KD Karthik,27.0,12.0,11.0,1.0,3.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,27.0,2.0,3.0,0,32.0,,0,,0,,32.0
1254098,MM Ali,33.0,29.0,29.0,1.0,2.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,AllRounder,33.0,2.0,2.0,0,37.0,,0,,0,,37.0
1254098,MS Dhoni,2.0,4.0,4.0,,,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254098,N Rana,41.0,30.0,29.0,1.0,3.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,41.0,2.0,3.0,0,46.0,,0,,0,,46.0
1254098,RA Jadeja,22.0,8.0,8.0,2.0,2.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,1.0,24.0,24.0,21.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,5.25,AllRounder,22.0,4.0,2.0,0,28.0,25.0,2,0.0,0,27.0,55.0
1254098,RA Tripathi,46.0,33.0,33.0,1.0,4.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,46.0,2.0,4.0,0,52.0,,0,,0,,52.0
1254098,SM Curran,4.0,4.0,4.0,,,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,27.0,25.0,56.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,13.44,Bowler,4.0,,,0,4.0,,-6,0.0,0,-6.0,-2.0
1254098,SN Thakur,3.0,2.0,2.0,,,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,2.0,24.0,24.0,20.0,1.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,5.0,Bowler,3.0,,,0,3.0,50.0,4,8.0,0,62.0,65.0
1254098,SP Narine,1.0,1.0,1.0,,,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,3.0,24.0,24.0,41.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,10.25,Bowler,1.0,,,0,1.0,75.0,-4,0.0,0,71.0,72.0
1254098,Shubman Gill,9.0,5.0,5.0,,2.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,9.0,,2.0,0,11.0,,0,,0,,11.0
1254098,Suresh Raina,12.0,7.0,7.0,,1.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,12.0,,1.0,0,13.0,,0,,0,,13.0
1254098,Venkatesh Iyer,19.0,16.0,16.0,,3.0,0.0,1st innings,Kolkata Knight Riders,Chennai Super Kings,,6.0,6.0,5.0,0.0,2nd innings,Chennai Super Kings,Kolkata Knight Riders,5.0,Batsmen,19.0,,3.0,0,22.0,,4,0.0,0,4.0,26.0
1254099,Aiden Markram,43.0,30.0,30.0,,6.0,0.0,1st innings,Punjab Kings,Mumbai Indians,,19.0,18.0,18.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,6.0,Batsmen,43.0,,6.0,0,49.0,,2,0.0,0,2.0,51.0
1254099,CH Gayle,1.0,4.0,4.0,,,0.0,1st innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254099,DJ Hooda,29.0,26.0,26.0,1.0,1.0,0.0,1st innings,Punjab Kings,Mumbai Indians,,,,,,,,,,AllRounder,29.0,2.0,1.0,0,32.0,,0,,0,,32.0
1254099,H Brar,16.0,19.0,19.0,,,0.0,1st innings,Punjab Kings,Mumbai Indians,,6.0,6.0,11.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,11.0,Bowler,16.0,,,0,16.0,,-6,0.0,0,-6.0,10.0
1254099,HH Pandya,40.0,30.0,30.0,2.0,4.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,40.0,4.0,4.0,0,48.0,,0,,0,,48.0
1254099,KA Pollard,16.0,8.0,8.0,1.0,1.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,2.0,7.0,6.0,8.0,0.0,1st innings,Punjab Kings,Mumbai Indians,8.0,AllRounder,16.0,2.0,1.0,0,19.0,50.0,0,0.0,0,50.0,69.0
1254099,KL Rahul,22.0,23.0,23.0,,2.0,0.0,1st innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,22.0,,2.0,0,24.0,,0,,0,,24.0
1254099,Mandeep Singh,16.0,14.0,14.0,,2.0,0.0,1st innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,16.0,,2.0,0,18.0,,0,,0,,18.0
1254099,N Pooran,2.0,3.0,3.0,,,0.0,1st innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254099,Nathan Ellis,6.0,4.0,4.0,,,0.0,1st innings,Punjab Kings,Mumbai Indians,1.0,18.0,18.0,12.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,4.0,Bowler,6.0,,,0,6.0,25.0,6,0.0,0,31.0,37.0
1254099,Q de Kock,28.0,30.0,29.0,,2.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,28.0,,2.0,0,30.0,,0,,0,,30.0
1254099,RG Sharma,8.0,10.0,10.0,,1.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254099,SA Yadav,0.0,1.0,1.0,,,2.0,2nd innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254099,SS Tiwary,45.0,37.0,37.0,2.0,3.0,0.0,2nd innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,45.0,4.0,3.0,0,52.0,,0,,0,,52.0
1254100,Abhishek Sharma,24.0,18.0,17.0,1.0,1.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,,6.0,6.0,9.0,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,9.0,AllRounder,24.0,2.0,1.0,0,27.0,,-2,0.0,0,-2.0,25.0
1254100,Evin Lewis,6.0,4.0,4.0,,1.0,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,6.0,,1.0,0,7.0,,0,,0,,7.0
1254100,Jason Roy,70.0,44.0,42.0,1.0,10.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,,,,,,,,,,Batsmen,70.0,2.0,10.0,8,90.0,,0,,0,,90.0
1254100,KS Williamson,54.0,44.0,43.0,1.0,5.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,,,,,,,,,,Batsmen,54.0,2.0,5.0,8,69.0,,0,,0,,69.0
1254100,Liam Livingstone,4.0,6.0,6.0,,,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,4.0,,,0,4.0,,0,,0,,4.0
1254100,MK Lomror,31.0,29.0,29.0,1.0,1.0,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.0,18.0,18.0,22.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,7.333333333333333,AllRounder,31.0,2.0,1.0,0,34.0,25.0,0,0.0,0,25.0,59.0
1254100,P Garg,0.0,1.0,1.0,,,3.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254100,R Parag,0.0,1.0,1.0,,,5.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254100,R Tewatia,1.0,1.0,1.0,,,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,20.0,18.0,32.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,10.666666666666666,AllRounder,1.0,,,0,1.0,,-4,0.0,0,-4.0,-3.0
1254100,SV Samson,86.0,59.0,58.0,3.0,7.0,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,86.0,6.0,7.0,8,107.0,,0,,0,,107.0
1254100,WP Saha,19.0,12.0,12.0,1.0,2.0,0.0,2nd innings,Sunrisers Hyderabad,Rajasthan Royals,,,,,,,,,,Batsmen,19.0,2.0,2.0,0,23.0,,0,,0,,23.0
1254100,Yashasvi Jaiswal,36.0,23.0,23.0,1.0,5.0,0.0,1st innings,Rajasthan Royals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,36.0,2.0,5.0,0,43.0,,0,,0,,43.0
1254101,AB de Villiers,26.0,26.0,26.0,1.0,2.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,26.0,2.0,2.0,0,30.0,,0,,0,,30.0
1254101,Devdutt Padikkal,0.0,1.0,1.0,,,1.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254101,GJ Maxwell,53.0,34.0,33.0,,8.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,20.0,19.0,29.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,9.157894736842104,AllRounder,53.0,,8.0,8,69.0,,-2,0.0,0,-2.0,67.0
1254101,PP Shaw,51.0,33.0,33.0,2.0,4.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,51.0,4.0,4.0,8,67.0,,0,,0,,67.0
1254101,RR Pant,10.0,8.0,8.0,,1.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254101,Ripal Patel,9.0,9.0,8.0,,1.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,20.0,18.0,22.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,7.333333333333333,AllRounder,9.0,,1.0,0,10.0,,0,0.0,0,0.0,10.0
1254101,S Dhawan,45.0,35.0,35.0,2.0,3.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,45.0,4.0,3.0,0,52.0,,0,,0,,52.0
1254101,SO Hetmyer,30.0,22.0,22.0,2.0,2.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,30.0,4.0,2.0,0,36.0,,0,,0,,36.0
1254101,SS Iyer,19.0,19.0,18.0,,1.0,0.0,1st innings,Delhi Capitals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,19.0,,1.0,0,20.0,,0,,0,,20.0
1254101,Srikar Bharat,82.0,56.0,53.0,4.0,3.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,82.0,8.0,3.0,8,101.0,,0,,0,,101.0
1254101,V Kohli,5.0,8.0,8.0,,,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1254102,Aiden Markram,20.0,18.0,16.0,1.0,,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,20.0,2.0,,0,22.0,,0,,0,,22.0
1254102,DJ Hooda,3.0,4.0,4.0,,,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,AllRounder,3.0,,,0,3.0,,0,,0,,3.0
1254102,EJG Morgan,2.0,2.0,2.0,,,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254102,KD Karthik,12.0,11.0,11.0,,,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,12.0,,,0,12.0,,0,,0,,12.0
1254102,KL Rahul,69.0,56.0,56.0,2.0,4.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,69.0,4.0,4.0,8,85.0,,0,,0,,85.0
1254102,MA Agarwal,42.0,27.0,27.0,3.0,3.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,42.0,6.0,3.0,0,51.0,,0,,0,,51.0
1254102,N Pooran,12.0,7.0,7.0,1.0,,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,12.0,2.0,,0,14.0,,0,,0,,14.0
1254102,N Rana,31.0,18.0,18.0,2.0,2.0,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,6.0,6.0,7.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,7.0,Batsmen,31.0,4.0,2.0,0,37.0,,0,0.0,0,0.0,37.0
1254102,RA Tripathi,35.0,27.0,27.0,1.0,3.0,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,35.0,2.0,3.0,0,40.0,,0,,0,,40.0
1254102,SP Narine,4.0,3.0,3.0,,,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,1.0,26.0,24.0,34.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,8.5,Bowler,4.0,,,0,4.0,25.0,0,0.0,0,25.0,29.0
1254102,Shahrukh Khan,22.0,9.0,9.0,2.0,1.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,22.0,4.0,1.0,0,27.0,,0,,0,,27.0
1254102,Shubman Gill,8.0,8.0,7.0,,1.0,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254102,Tim Seifert,5.0,5.0,5.0,,,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1254102,Venkatesh Iyer,68.0,50.0,49.0,1.0,9.0,0.0,1st innings,Kolkata Knight Riders,Punjab Kings,1.0,16.0,15.0,30.0,0.0,2nd innings,Punjab Kings,Kolkata Knight Riders,12.0,Batsmen,68.0,2.0,9.0,8,87.0,25.0,-6,0.0,0,19.0,106.0
